notation,prefLabel,altLabel,definition,broader,related,source,closeMatch,relatedMatch,seeAlso,broadMatch,narrower 
G84156,offene Fuge@de,offene Verbindung@de,Zwei oder mehr Teile des Objektes weisen eine Lücke zueinander auf.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,,,
AF7CC8,hohl@de,Hohlstelle@de|Hohllage@de,Im Materialgefüge des Objektes hat sich ein oder mehrere Leerraum/Leerräume gebildet.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,,,
BFGD3B,Pitting@de,Grübchenbildung@de,"Die Objektoberfläche weist dicht nebeneinander liegende, flache Hohlräume/Grübchen auf.",CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",http://vocab.getty.edu/aat/300054130,,,,
FA9B73,delaminiert@de,Schichtentrennung@de,Das Materialgefüge des Objektes weist eine Ablösung in mehr oder weniger klar definierten Schichten auf.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,,,
F97BFF,abschollend@de,Schollenbildung@de|abblätternd@de,"Auf der Objektoberfläche sind ein oder mehrere dünne Materialschichten zu sehen, die sich teilweise von dieser abgelöst haben und abstehen.",CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 183.",,
D2364A,abgeplatzt@de,Abplatzung@de,Ganz Schollen oder Stücke haben sich vollständig von der Objektoberfläche gelöst und sind entweder komplett verloren oder liegen getrennt von dem Objekt.,CB9GD3,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,,,
DDFG97,versprödet@de,Versprödung@de,"Das Material hat seine Elastizität, Flexibilität und Bruchfestigkeit verloren. Es ist zunächst als feste Struktur erhalten geblieben, bricht oder reiß jedoch leicht bei mechanischer Belastung.",CB9GD3,,,,,,,
BFCC33,aufgeweicht@de,Weich geworden@de|Erweicht@de,Das Material des Objektes hat durch Wasseraufnahme seine Festigkeit und Formstabilität verloren.,CB9GD3,,,,,,,
A8C236,pulvrig@de,,"Das Material liegt ganz oder teilweise in feiner, staubartiger Form vor oder zerfällt bei mechanischer Belastung in diese. Der innere Zusammenhalt ist nahezu vollständig verloren.",CB9GD3,,,,,,,
C9D991,chemische Veränderung@de,,Das Material des Objektes zeigt durch chemische Reaktionen mit seiner Umwelt verursachte Veränderungen seiner strukturellen Zusammensetzung oder Eigenschaften.,DAC996,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,,,
AA3CA7,versalzen@de,,"Im Material oder an der Oberfläche sind lösliche Salze angereichert, die hygroskopisch Wasser aufnehmen und langfristig Schäden verursachen können.",C9D991,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,,,
G3D2F5,korrodiert@de,Korrosionsprodukt@de,"Materialumwandlungserscheinungen aufgrund chemischer Reaktionen des Objektmaterials mit seiner Umgebung. Häufig unter Beteiligung von Wasser, Salzen, Säuren oder Basen. Korrosionsprodukte bilden oft Auflagerungen unterschiedlicher Farben und Konsistenzen.",C9D991,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",,,,,
D2FD5A,oxidiert@de,Oxidation@de,Bildung von Oxiden auf bzw. mit dem Objektmaterial durch Reaktion mit Sauerstoff.,G3D2F5,,,,,,,
CFC44A,Zinnpest@de,,"Bei Lagerung unter 13°C auftretende Zerstörung von Zinnobjekten, durch Umwandlungsprozesse innerhalb des metallischen Gefüges. Das Schadensbild zeigt sich im Anfangsstadium meist durch Flecken und Pusteln auf der Metalloberfläche, die sich allmählich ausbreiten und bis zur vollständigen Zerstörung des Objektes durch Materialinstabilität fortschreiten kann.",G3D2F5,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).|Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989)| Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 63.",,,,,
DGC3A9,Glaskorrosion@de|sugaring@en,Glaspest@de|Glaskrankheit@de,"Fachbegriff für eine Reihe von Schäden, die typischerweise an archäologischen Gläsern beobachtet werden. Durch chemische Reaktionen mit ihrer Umgebung können die Gläser Trübungen, Farbveränderungen, Mattierung der Oberfläche oder auch eine erhöhte Fragilität aufweisen.",G3D2F5,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S.  173 - 176, 183-186.",,,,,
GC4CA7,Patinabildung@de,Passivierung@de,"Natürliche oder künstliche Entstehung einer oberflächlichen Schicht auf dem Objekt, die durch Oxidation, Witterungseinflüsse oder chemische Reaktionen des Objektwerkstoffes entsteht. Diese Schicht sorgt für einen Schutz des darunterliegenden Materials vor weiteren korrosovienen Einflüssen.",G3D2F5,,,,,,,
F9C118,Lochkorrosion@de|pitting corrosion@en,Lochfraßkorrosion@de,"Bildung von lokalen, punktuellen Vertiefungen oder Löchern auf der Oberfläche eines Objektes, die durch chemische Reaktionen in einem korrosiven Umfeld entstehen. Diese Korrosionserscheinung schwächt das Material lokalisiert und kann zu strukturellen Schäden führen, insbesondere wenn sie unbehandelt bleibt.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",,,,,
D68BAA,Flächenkorrosion@de,,"Über einen großen Bereich der Oberfläche (oder die gesamte Oberfläche) des Objektes verteilt findet ein Korrosionsangriff statt, der zu einem gleichmäßigen Abtrag und der Verdünnung des Materials führt. Die strukturelle Integrität als auch das ästhetische Erscheinungsbild des Objektes sind beeinträchtigt.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",,,,,
BCDC47,Bimetallkorrosion@de|galvanic corrosion@en,galvanische Korrosion@de|Kontaktkorrosion@de|bimetallic corrosion@en,"Korrosionsangriff, der durch die Berührung zweier Metalle mit unterschiedlicher Elektronegativität auftritt. An den Berührungspunkten entsteht, unter Anwesenheit eines Elektrolyten (z.B. Wasser/Luftfeuchtigkeit), eine galvanische Zelle bei der das unedlere Metall als Anode fungiert und entsprechend korrodiert wird, während das edlere Metall als Kathode relativ unbeschädigt bleibt. Typische Beobachtungen bei Kontaktkorrosion sind eine verstärkte Korrosion an den Berührungsstellen der beiden Metalle sowie Verfärbungen, Materialverlust und Ablagerungen von Korrosionsprodukten.",G3D2F5,,"""Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, 63–67.""| DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",,,,,
BFDB22,Spannungsrisskorrosion@de|stress corrosion cracking@en,Transkristalline Korrosion@de,"Rissbildung bis hin zum vollständigen Versagen des Materials durch Eigenspannungen im Werkstoffgefüge in Kombination mit korrosiven Umgebungsbedingungen (u.a. die Anwesenheit eines Elektrolyten). Erstes Anzeichen einer beginnenden Spannungsrisskorrosion ist eine feine, vielfach verzweigte Rissbildung an Stellen mit hoher Spannung oder Materialdefekten.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",,,,,
F7F2A4,Spaltkorrosion@de,,"Korrosionserscheinung, die örtlich begrenzt zur Spaltbildung zwischen Oberflächen führt.",G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",,,,,
G2AFC3,interkristalline Korrosion@de,,Korrosionsangriff entlang der Korngrenzen eines Metalls oder einer Legierung.,G3D2F5,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",,,,,
B9C457,Bronzekrankheit@de|bronze disease@en,,"Bildung von hellgrünen, pulverförmigen Agglomeraten in der Matrix eines Buntmetallobjektes, dass die originale Oberfläche und das ursprüngliche Aussehen des Objektes negativ beeinflusst. Die Bildung dieser Produkte ist auf eine fortschreitende Korrosion, durch die Wechselwirkung von enthaltenen Chloriden und den metallischen Bestandteilen des Objektes bei hoher Luftfeuchtigkeit, zurück zu führen.",G3D2F5,,"David Scott, Bronze Disease. A Review of Some Chemical Problems and the Role of Relative Humidity. Journal of the American Institute for Conservation 29/2, 1990, S. 193–206.",http://vocab.getty.edu/aat/300220720,,,,
DD6CC9,mineralisiert@de,,Umwandlung und Erhaltung organischer Materialien durch Einlagerung mineralischer Substanzen.,C9D991,,,,,,,
B19D33,Pseudomorphose@de,mineralisierte Organik@de,Durch Korrosionsprodukte auf Eisenobjekten in mineralisierter Form abgebildetet Spuren von vergangenem organischen Material,G3D2F5,,,,,,,
A9B23D,verkohlt@de,Verbrennung@de|Verkohlung@de,Das Objekt zeigt Spuren von Hitze- bzw. Feuereinwirkung in Form von abgebautem oder gänzlich verloren gegangenem Material,C9D991,,,,,,,
B799FA,verätzt@de,,"Die Oberfläche bzw. das Material wurde durch aggressive Chemikalien, Gase oder Umweltstoffe angegriffen und zeigt deutliche Gefügeveränderungen.",C9D991,,,,,,,
AA6941,[Untersuchungsgerät]@de|analytical device@en,Analysegerät@de,Zur Untersuchung/Analyse des Objektes bzw. seines Werkstoffs verwendete Gerätschaft,CA1BC5,,,,http://vocab.getty.edu/aat/300122283,,,
A9A54D,Spektrometer@de,,"technisches Geräte, mit dem sich Spektren darstellen und ausmessen lassen.",AA6941,,,,,,,
C33933,Fourier-Transform-Infrarotspektrometer@de,FTIR-Spektrometer@de,,A9A54D,,,,,,,
C2788C,RFA-Spektrometer@de|X-ray fluorescence spectrometer@en,Röntgenfluoreszenz-Spektrometer@de,"Gerät mit dem eine Röntgenfluoreszenzanalyse durchgeführt werden kann. Das Gerät misst dabei die Intensitäten der emmitierten Fluoreszenzsröntgenstrahlung eines Materials/einer Probe, sodass Rückschlüsse auf die Elementzusammensetzung innerhalb der Probe gezogen werden können.",A9A54D,,,,,,,
DG6841,Computertomograph@de|computed tomography scanner@en,CT (Gerät)@de,"technisches Gerät, mit dem dreidimensionale Röntgenaufnahmen und Schichtbilder erzeugt werden können. Das Gerät besteht prinzipiell, ebenso wie das konventionelle Röntgengerät, aus einer Röntgenröhre, die Röntgenstrahlen erzeugt, und einem Detektor, der die Strahlen erfasst. Der Unterschied liegt jedoch in der rotierenden Bewegung des zu untersuchenden Objektes, welches sich auf einem Drehteller zwischen Strahlenquelle und Detektor langsam und gleichmäßig um die eigene Achse dreht. Auf diese Weise wird das Objekt aus verschiedenen Winklen von den Röntgenstrahlen durchleuchtet.",AA6941,AF9A88,"Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",https://d-nb.info/gnd/4113240-3,,,,
G8D62A,konventionelles Röntgengerät@de|X-ray unit@en,,"technisches Gerät, mit dem zweidimensionale Röntgenaufnahmen erzeugt werden können. Das Gerät besteht dabei aus einer Röntgenröhre, die Röntgenstrahlen erzeugt und einem Detektor oder Film, der die Strahlen erfasst. Das zu untersuchende Objekt wird zwischen Röntgenröhre und Detektor positioniert und somit von den Strahlen aus der Strahlenquelle durchleuchtet. Im Gegensatz zum Aufbau eines CT-Scanners handelt es sich beim konventionellen Röntgengerät um einen starren Aufbau, bei dem keine Bewegung während des Aufnahmevorgangs stattfindet.",AA6941,A2B5A3,"Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",,,,,
B538AG,Mikroskop@de|microscope@en,,"Instrument, zur detaillierten bildlichen Darstellung von mikroskopisch kleinen Strukturen, die für das menschliche Auge ohne Hilfmittel nicht erkennbar sind. Mit Hilfe von Linsen und Licht oder Elektronenstrahlen, können die Strukturen/Abbildungen vergrößert und für das menschliche Auge wahrnehmbar gemacht werden.",AA6941,,"William D. Callister, David G. Rethwisch, Materials Science and Engineering. An Introduction (New Jersey 2018)10. | Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",http://vocab.getty.edu/aat/300024594,,,,
FC2113,Lichtmikroskop@de|light microscope@en,Optisches Mikroskop@de,"Instrument, bei dem mit Hilfe von sichtbarem Licht Objekte vergrößert betrachtet werden können. Es besteht aus einer Lichtquelle, Linsen und einer Bildgebungseinheit, die es ermöglichen, Details von Objekten im Bereich von Mikrometern bis Millimetern zu visualisieren.",B538AG,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",,,,,
A75779,Stereomikroskop@de|stereomicroscop@en,,"optisches Lichtmikroskop, das zwei getrennte Strahlengänge verwendet um ein dreidimensionales Bild eines Objektes zu erzeugen. Dadurch können detaillierte Oberflächenstrukturen besser untersucht werden. Es bietet eine geringere Vergrößerung im Vergleich zu anderen Mikroskopen aber eine größerer Tiefenschärfe.",FC2113,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",,,,,
A7FA3B,Polarisationsmikroskop@de|petrographic microscope@en,,"spezielles Lichtmikroskop, das polarisiertes Licht verwendet, um die optischen Eigenschaften von Materialien zu untersuchen. Bei Polarisationsmikroskopen handelt es sich in der Regel um Durchlichtmikroskope, bei denen unterhalb des Objekttisches ein Polarisationsfilter (Polarisator) über der Lichtquelle eingebracht ist. Dieser polarisiert das aus der Lichtquelle austretende Licht linear und lässt somit nur in einer Schwingungsebene schwingendes Licht durch das Präperat auf dem Objekttisch. Oberhalb des Objektives trifft dieses Licht auf einen weiteren Polarisationsfilter (Analysator), der das durch das Präperat geleitete Licht analysiert. Auf diese Weise werden z.B. bei kristallinen Substanzen charakteristische Eigenschaften wie Farbe, innere Strukturen, Doppelbrechung, optische Aktivität oder Stressmuster sichtbar, was wiederum eine nähere Differenzierung des untersuchten Materials ermöglicht.",FC2113,,"Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",,,,,
A9F854,Fluoreszenzmikroskopen@de|fluorescence microscope@en,,"spezielles Lichtmikroskop, welches die Fluoresenz von Stoffen, bei einer Anregung mit spezifischen Wellenlängen, zur Visualisierung von internen Strukturen, Anordnungen und Zusammensetzungen nutzt. Die Probe wird dabei gezielt mit Licht einer bestimmten Wellenlänge beleuchtet und die emittierte Fluoresenzstrahlung erfasst. Besonders gut können dabei Strukturen erfasst werden, wenn nur ein Teil der Probe fluorisziert und sich somit die hellen Signale vor dem dunklen Hintergrund der nicht fluoreszierenden Stoffe abheben.",FC2113,,"Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",,,,,
B94DCD,Auflichtmikroskop@de|reflected light microscope@en,,"Lichtmikroskop, bei dem die Lichtquelle von oben oder von der Seite auf das zu betrachtende Objekt/ die Probe gerichtet ist. Das Objekt reflektiert die auftreffenden Lichtstrahlen, die dann durch das Objektiv hindurch mit Hilfe von Spiegeln in Richtung des Okulars und damit auf das menschliche Auge bzw. auf eine Kamera gelenkt werden. Auf diese Weise können bei lichtundurchlässigen Objekten die oberflächlichen Strukturen, wie z.B. Feilspuren der Herstellung auf Metallobjekten, vergrößert betrachtet werden.",FC2113,,https://de.wikipedia.org/wiki/Auflichtmikroskopie,,,,,
A9611D,Durchlichtmikroskop@de|transmitted light microscope@en,,"Lichtmikroskop, bei dem sich die Lichtquelle unterhalb des Objekttisches befindet und das Licht somit durch das Präperat hindurch geleitet wird, bevor es vom Objektiv eingefangen und weiter zum Okular und schließlich auf das menschliche Auge bzw. auf eine Kamera gelenkt wird. Auf diese Weise können die inneren Strukturen durchsichtiger/durchscheinender bzw. dünn geschnittener Präperate vergrößert sichtbar gemacht werden.",FC2113,,https://de.wikipedia.org/wiki/Lichtmikroskop,,,,,
AG4G3C,Digitalmikroskop@de,,"Lichtmikroskop ohne Okular, bei dem die vom Objektiv eingefangenen Lichtstrahlen auf eine Kamera gelenkt werden. Über einen mit der Kamera verbundenen Bildschirm wird der durch das Mikroskop eingefangene Bildausschnitt digital sichtbar.",FC2113,,,http://vocab.getty.edu/aat/300444116,,,,
B7AF8G,Konfokalmikroskop@de,,"Spezielle Art des Lichtmikroskops, bei dem nur einzelne Bereiche der zu untersuchenden Probe mit einer punkförmigen Lichquelle beleuchtet werde. Diese Beleuchtung wird Schritt für Schritt über die gesamte Probe gerastert, sodass nacheinander an allen Bereichen der Probe die Lichtintensitäten des reflektierten oder fluoreszierten Lichtes gemessen und zu einem gesamt Bild konstruiert wird.",FC2113,,ISO 25178-607 : 2019-03| https://de.wikipedia.org/wiki/Konfokalmikroskop,,,,,
